Country,Code,Year,Women Political Empowerment (Central Estimate),Electoral Democracy (Central Estimate),Region
North America,,1961,0.37266666,0.35933334,North America
North America,,1962,0.3903077,0.37066668,North America
North America,,1963,0.3996923,0.3844,North America
North America,,1964,0.3883846,0.36413333,North America
North America,,1965,0.3906923,0.363,North America
North America,,1966,0.43135715,0.3766,North America
North America,,1967,0.44786668,0.38626668,North America
North America,,1968,0.44513333,0.37793332,North America
North America,,1969,0.4474,0.371,North America
North America,,1970,0.46333334,0.37453333,North America
North America,,1971,0.46466666,0.38133332,North America
North America,,1972,0.46333334,0.38126668,North America
North America,,1973,0.4718,0.37626666,North America
North America,,1974,0.4788,0.376,North America
North America,,1975,0.48453334,0.38153332,North America
North America,,1976,0.4912,0.38606668,North America
North America,,1977,0.49986666,0.39053333,North America
North America,,1978,0.50406665,0.3988,North America
North America,,1979,0.5186667,0.40533334,North America
North America,,1980,0.555,0.41166666,North America
North America,,1981,0.56626666,0.41193333,North America
North America,,1982,0.56493336,0.42573333,North America
North America,,1983,0.565,0.42733333,North America
North America,,1984,0.57226664,0.43906668,North America
North America,,1985,0.58133334,0.45453334,North America
North America,,1986,0.5984667,0.46673334,North America
North America,,1987,0.612,0.47533333,North America
North America,,1988,0.6193333,0.48246667,North America
North America,,1989,0.622,0.4848,North America
North America,,1990,0.66326666,0.52886665,North America
North America,,1991,0.6702667,0.55873334,North America
North America,,1992,0.67593336,0.556,North America
North America,,1993,0.685,0.5710667,North America
North America,,1994,0.7044,0.58666664,North America
North America,,1995,0.71133333,0.5991333,North America
North America,,1996,0.7154,0.6154,North America
North America,,1997,0.72513336,0.62486666,North America
North America,,1998,0.7248,0.63053334,North America
North America,,1999,0.72366667,0.63093334,North America
North America,,2000,0.73373336,0.6426,North America
North America,,2001,0.7377333,0.6378667,North America
North America,,2002,0.7396,0.64273334,North America
North America,,2003,0.74273336,0.64926666,North America
North America,,2004,0.74480003,0.63913333,North America
North America,,2005,0.75133336,0.63806665,North America
North America,,2006,0.7532,0.6419333,North America
North America,,2007,0.7622,0.6410667,North America
North America,,2008,0.762,0.6428667,North America
North America,,2009,0.75913334,0.64426666,North America
North America,,2010,0.7652,0.6426667,North America
North America,,2011,0.7694,0.64026666,North America
North America,,2012,0.7726667,0.63633335,North America
North America,,2013,0.77846664,0.6296,North America
North America,,2014,0.7809333,0.6326,North America
North America,,2015,0.781,0.63353336,North America
North America,,2016,0.7822667,0.63373333,North America
North America,,2017,0.78213334,0.6257333,North America
North America,,2018,0.7776,0.6162,North America
North America,,2019,0.7824,0.6157333,North America
North America,,2020,0.77613336,0.6138667,North America
North America,,2021,0.77306664,0.6002,North America
North America,,2022,0.7612,0.5908,North America
North America,,2023,0.7560667,0.5883333,North America
North America,,2024,0.758,0.5898,North America
Oceania,,1900,0.32275,0.29466668,Oceania
Oceania,,1901,0.3438,0.30033332,Oceania
Oceania,,1902,0.3484,0.3185,Oceania
Oceania,,1903,0.342,0.31966668,Oceania
Oceania,,1904,0.3416,0.3216667,Oceania
Oceania,,1905,0.3438,0.33,Oceania
Oceania,,1906,0.36683333,0.32983333,Oceania
Oceania,,1907,0.36683333,0.3305,Oceania
Oceania,,1908,0.36783332,0.3325,Oceania
Oceania,,1909,0.36783332,0.333,Oceania
Oceania,,1910,0.3675,0.33166668,Oceania
Oceania,,1911,0.3675,0.332,Oceania
Oceania,,1912,0.36666667,0.329,Oceania
Oceania,,1913,0.36783335,0.32916665,Oceania
Oceania,,1914,0.36466667,0.323,Oceania
Oceania,,1915,0.36383334,0.31966668,Oceania
Oceania,,1916,0.36383334,0.31800002,Oceania
Oceania,,1917,0.36383334,0.31383333,Oceania
Oceania,,1918,0.36383334,0.317,Oceania
Oceania,,1919,0.36733332,0.32783332,Oceania
Oceania,,1920,0.37516665,0.33566666,Oceania
Oceania,,1921,0.3765,0.33516666,Oceania
Oceania,,1922,0.37616667,0.33583334,Oceania
Oceania,,1923,0.37566668,0.336,Oceania
Oceania,,1924,0.37566668,0.336,Oceania
Oceania,,1925,0.37566668,0.336,Oceania
Oceania,,1926,0.37583333,0.336,Oceania
Oceania,,1927,0.38283333,0.336,Oceania
Oceania,,1928,0.38383332,0.336,Oceania
Oceania,,1929,0.38383332,0.33516666,Oceania
Oceania,,1930,0.38483334,0.33766666,Oceania
Oceania,,1931,0.38483334,0.33766666,Oceania
Oceania,,1932,0.38466668,0.33633333,Oceania
Oceania,,1933,0.38666666,0.338,Oceania
Oceania,,1934,0.38916665,0.338,Oceania
Oceania,,1935,0.388,0.33633333,Oceania
Oceania,,1936,0.388,0.3355,Oceania
Oceania,,1937,0.388,0.3355,Oceania
Oceania,,1938,0.38733333,0.33466667,Oceania
Oceania,,1939,0.3885,0.3265,Oceania
Oceania,,1940,0.389,0.32066667,Oceania
Oceania,,1941,0.3885,0.3215,Oceania
Oceania,,1942,0.3885,0.3265,Oceania
Oceania,,1943,0.38966668,0.3265,Oceania
Oceania,,1944,0.38833332,0.32633334,Oceania
Oceania,,1945,0.388,0.32616666,Oceania
Oceania,,1946,0.39699998,0.34083334,Oceania
Oceania,,1947,0.40033334,0.3425,Oceania
Oceania,,1948,0.40216666,0.3425,Oceania
Oceania,,1949,0.40183333,0.34266666,Oceania
Oceania,,1950,0.414,0.34166667,Oceania
Oceania,,1951,0.41933334,0.34916666,Oceania
Oceania,,1952,0.42033333,0.354,Oceania
Oceania,,1953,0.42033333,0.35533333,Oceania
Oceania,,1954,0.42183334,0.35766667,Oceania
Oceania,,1955,0.42183334,0.36049998,Oceania
Oceania,,1956,0.42166668,0.36083332,Oceania
Oceania,,1957,0.42316666,0.36116666,Oceania
Oceania,,1958,0.42316666,0.36216667,Oceania
Oceania,,1959,0.42316666,0.36283332,Oceania
Oceania,,1960,0.43116668,0.37633333,Oceania
Oceania,,1961,0.43283334,0.37816668,Oceania
Oceania,,1962,0.4325,0.37816668,Oceania
Oceania,,1963,0.4335,0.39066666,Oceania
Oceania,,1964,0.43566668,0.423,Oceania
Oceania,,1965,0.43566668,0.42766666,Oceania
Oceania,,1966,0.4495,0.42933333,Oceania
Oceania,,1967,0.4525,0.4328333,Oceania
Oceania,,1968,0.4545,0.46133333,Oceania
Oceania,,1969,0.452,0.46133333,Oceania
Oceania,,1970,0.4994,0.488,Oceania
Oceania,,1971,0.49879998,0.49066666,Oceania
Oceania,,1972,0.51016665,0.49666667,Oceania
Oceania,,1973,0.51,0.5395,Oceania
Oceania,,1974,0.5145,0.5423333,Oceania
Oceania,,1975,0.5516667,0.5683333,Oceania
Oceania,,1976,0.5528333,0.58133334,Oceania
Oceania,,1977,0.55883336,0.58133334,Oceania
Oceania,,1978,0.561,0.6218333,Oceania
Oceania,,1979,0.57383335,0.6365,Oceania
Oceania,,1980,0.591,0.67833334,Oceania
Oceania,,1981,0.6,0.6778333,Oceania
Oceania,,1982,0.5988333,0.68016666,Oceania
Oceania,,1983,0.6063333,0.6785,Oceania
Oceania,,1984,0.612,0.6781667,Oceania
Oceania,,1985,0.6113333,0.6803333,Oceania
Oceania,,1986,0.6166667,0.6803333,Oceania
Oceania,,1987,0.61766666,0.63983333,Oceania
Oceania,,1988,0.6195,0.6225,Oceania
Oceania,,1989,0.6195,0.62083334,Oceania
Oceania,,1990,0.6296667,0.6243333,Oceania
Oceania,,1991,0.6271667,0.6228333,Oceania
Oceania,,1992,0.62733334,0.6383333,Oceania
Oceania,,1993,0.6421667,0.65933335,Oceania
Oceania,,1994,0.64533335,0.6575,Oceania
Oceania,,1995,0.645,0.65716666,Oceania
Oceania,,1996,0.64966667,0.6583333,Oceania
Oceania,,1997,0.6538333,0.6626667,Oceania
Oceania,,1998,0.6536667,0.6613333,Oceania
Oceania,,1999,0.65933335,0.66,Oceania
Oceania,,2000,0.64916664,0.6005,Oceania
Oceania,,2001,0.6501667,0.57166666,Oceania
Oceania,,2002,0.66033334,0.61866665,Oceania
Oceania,,2003,0.66,0.6545,Oceania
Oceania,,2004,0.6633333,0.6565,Oceania
Oceania,,2005,0.67766666,0.65533334,Oceania
Oceania,,2006,0.6651667,0.6245,Oceania
Oceania,,2007,0.65716666,0.59066665,Oceania
Oceania,,2008,0.6576667,0.5938333,Oceania
Oceania,,2009,0.65683335,0.60866666,Oceania
Oceania,,2010,0.6613333,0.6116667,Oceania
Oceania,,2011,0.661,0.61366665,Oceania
Oceania,,2012,0.6648333,0.6131667,Oceania
Oceania,,2013,0.6641667,0.60616666,Oceania
Oceania,,2014,0.669,0.61466664,Oceania
Oceania,,2015,0.6935,0.65083337,Oceania
Oceania,,2016,0.6946667,0.65933335,Oceania
Oceania,,2017,0.68483335,0.6633333,Oceania
Oceania,,2018,0.685,0.66433334,Oceania
Oceania,,2019,0.6893333,0.6601667,Oceania
Oceania,,2020,0.69766665,0.6623333,Oceania
Oceania,,2021,0.69616663,0.6616667,Oceania
Oceania,,2022,0.7155,0.669,Oceania
Oceania,,2023,0.7255,0.6925,Oceania
Oceania,,2024,0.72433335,0.693,Oceania
South America,,1825,0.10075,0.16128571,South America
South America,,1826,0.15925,0.167,South America
South America,,1827,0.11,0.176125,South America
South America,,1828,0.11,0.171125,South America
South America,,1829,0.11,0.17362499,South America
South America,,1830,0.1115,0.1516,South America
South America,,1831,0.1115,0.1588,South America
South America,,1832,0.1115,0.1713,South America
South America,,1833,0.1115,0.1725,South America
South America,,1834,0.1115,0.1731,South America
South America,,1835,0.1115,0.174,South America
South America,,1836,0.1115,0.1728,South America
South America,,1837,0.1115,0.1669,South America
South America,,1838,0.1115,0.16510001,South America
South America,,1839,0.1115,0.17040001,South America
South America,,1840,0.1115,0.1727,South America
South America,,1841,0.1155,0.1691,South America
South America,,1842,0.1155,0.1631,South America
South America,,1843,0.1155,0.1639,South America
South America,,1844,0.157,0.167,South America
South America,,1845,0.157,0.1723,South America
South America,,1846,0.157,0.1762,South America
South America,,1847,0.157,0.1753,South America
South America,,1848,0.157,0.1713,South America
South America,,1849,0.157,0.1649,South America
South America,,1850,0.157,0.1673,South America
South America,,1851,0.157,0.1676,South America
South America,,1852,0.157,0.1708,South America
South America,,1900,0.25866666,0.21175,South America
South America,,1901,0.25866666,0.21925,South America
South America,,1902,0.25866666,0.21583334,South America
South America,,1903,0.261,0.21708333,South America
South America,,1904,0.26441666,0.2155,South America
South America,,1905,0.26433334,0.21599999,South America
South America,,1906,0.26466668,0.20966667,South America
South America,,1907,0.26466668,0.20916666,South America
South America,,1908,0.26466668,0.20533334,South America
South America,,1909,0.2635,0.20783333,South America
South America,,1910,0.26383334,0.21583334,South America
South America,,1911,0.26441666,0.22283334,South America
South America,,1912,0.26441666,0.23266667,South America
South America,,1913,0.26483333,0.23408334,South America
South America,,1914,0.26558334,0.22408333,South America
South America,,1915,0.26375,0.22675,South America
South America,,1916,0.26508334,0.23633333,South America
South America,,1917,0.26825,0.24291666,South America
South America,,1918,0.27,0.24391666,South America
South America,,1919,0.26991665,0.24308333,South America
South America,,1920,0.26733333,0.23641667,South America
South America,,1921,0.26958334,0.24241666,South America
South America,,1922,0.27125,0.24258333,South America
South America,,1923,0.27216667,0.24508333,South America
South America,,1924,0.27716666,0.24266666,South America
South America,,1925,0.27891666,0.23266667,South America
South America,,1926,0.27891666,0.237,South America
South America,,1927,0.28136364,0.24141666,South America
South America,,1928,0.28136364,0.2375,South America
South America,,1929,0.28072727,0.24083333,South America
South America,,1930,0.28045455,0.22049999,South America
South America,,1931,0.28,0.19891666,South America
South America,,1932,0.28833333,0.21675,South America
South America,,1933,0.293,0.2095,South America
South America,,1934,0.29458332,0.20566668,South America
South America,,1935,0.29658332,0.20083334,South America
South America,,1936,0.30658334,0.19566667,South America
South America,,1937,0.30758333,0.19791667,South America
South America,,1938,0.31816667,0.21083333,South America
South America,,1939,0.31858334,0.22966667,South America
South America,,1940,0.32666665,0.23183334,South America
South America,,1941,0.3275,0.23266667,South America
South America,,1942,0.33683333,0.23658334,South America
South America,,1943,0.33308333,0.23408332,South America
South America,,1944,0.33366665,0.22275,South America
South America,,1945,0.33875,0.23625,South America
South America,,1946,0.35999998,0.27666667,South America
South America,,1947,0.35991666,0.30358332,South America
South America,,1948,0.35575,0.3105,South America
South America,,1949,0.34966666,0.28966665,South America
South America,,1950,0.35741666,0.31008333,South America
South America,,1951,0.36541668,0.31116667,South America
South America,,1952,0.37825,0.31383333,South America
South America,,1953,0.38275,0.31558332,South America
South America,,1954,0.39016667,0.30533332,South America
South America,,1955,0.378,0.30516666,South America
South America,,1956,0.38133332,0.30508333,South America
South America,,1957,0.38916665,0.321,South America
South America,,1958,0.40572727,0.37091666,South America
South America,,1959,0.43072727,0.42025,South America
South America,,1960,0.426,0.42666668,South America
South America,,1961,0.431,0.43208334,South America
South America,,1962,0.42663637,0.40925,South America
South America,,1963,0.4288182,0.39875,South America
South America,,1964,0.4340909,0.402,South America
South America,,1965,0.438,0.38758335,South America
South America,,1966,0.43145454,0.36483333,South America
South America,,1967,0.42754546,0.37408334,South America
South America,,1968,0.44483334,0.35941666,South America
South America,,1969,0.44166666,0.34758332,South America
South America,,1970,0.44466665,0.33558333,South America
South America,,1971,0.44391668,0.335,South America
South America,,1972,0.4395,0.32675,South America
South America,,1973,0.42608333,0.29216665,South America
South America,,1974,0.42608333,0.28066668,South America
South America,,1975,0.43333334,0.26658332,South America
South America,,1976,0.41525,0.26508334,South America
South America,,1977,0.41666666,0.25958332,South America
South America,,1978,0.416,0.27291667,South America
South America,,1979,0.43083334,0.29041666,South America
South America,,1980,0.453,0.29591668,South America
South America,,1981,0.46341667,0.30725,South America
South America,,1982,0.46466666,0.31675,South America
South America,,1983,0.48666668,0.34908333,South America
South America,,1984,0.50675,0.39791667,South America
South America,,1985,0.55183333,0.46325,South America
South America,,1986,0.5645,0.49725,South America
South America,,1987,0.56375,0.50866663,South America
South America,,1988,0.57991666,0.55975,South America
South America,,1989,0.59499997,0.57858336,South America
South America,,1990,0.65716666,0.6535,South America
South America,,1991,0.68341666,0.6461667,South America
South America,,1992,0.68408334,0.65708333,South America
South America,,1993,0.6904167,0.66833335,South America
South America,,1994,0.696,0.67391664,South America
South America,,1995,0.705,0.68083334,South America
South America,,1996,0.71325,0.6875,South America
South America,,1997,0.71716666,0.689,South America
South America,,1998,0.73833334,0.6925,South America
South America,,1999,0.74216664,0.6871667,South America
South America,,2000,0.76816666,0.68908334,South America
South America,,2001,0.77675,0.7134167,South America
South America,,2002,0.77925,0.71458334,South America
South America,,2003,0.7830833,0.7163333,South America
South America,,2004,0.7865833,0.7198333,South America
South America,,2005,0.7888333,0.7216667,South America
South America,,2006,0.79875,0.72008336,South America
South America,,2007,0.8006667,0.7165833,South America
South America,,2008,0.8043333,0.714,South America
South America,,2009,0.8089167,0.7125,South America
South America,,2010,0.8125,0.7115833,South America
South America,,2011,0.8125,0.7134167,South America
South America,,2012,0.81116664,0.71133333,South America
South America,,2013,0.8043333,0.70208335,South America
South America,,2014,0.81375,0.702,South America
South America,,2015,0.81700003,0.6979167,South America
South America,,2016,0.8114167,0.68833333,South America
South America,,2017,0.81416667,0.68325,South America
South America,,2018,0.81475,0.6874167,South America
South America,,2019,0.8115,0.6638333,South America
South America,,2020,0.80775,0.64433336,South America
South America,,2021,0.8089167,0.65891665,South America
South America,,2022,0.81725,0.66216666,South America
South America,,2023,0.82425,0.66525,South America
South America,,2024,0.82158333,0.6501667,South America
